product_name,product_url,product_rating,product_price,product_revenue
Giày Đi Chùa Giày Vải La Hán,https://shopee.vn/Gi%C3%A0y-%C4%90i-Ch%C3%B9a-Gi%C3%A0y-V%E1%BA%A3i-La-H%C3%A1n-i.52472454.2051151769?sp_atk=63c1c06e-9255-4fee-8e82-3f8ff063b748&xptdk=63c1c06e-9255-4fee-8e82-3f8ff063b748,4.984,320000,56640000.0
Giày Vải Canvas Đế Mềm Thoáng Khí Thiết Kế Đơn Giản Trẻ Trung Bou327,https://shopee.vn/Gi%C3%A0y-V%E1%BA%A3i-Canvas-%C4%90%E1%BA%BF-M%E1%BB%81m-Tho%C3%A1ng-Kh%C3%AD-Thi%E1%BA%BFt-K%E1%BA%BF-%C4%90%C6%A1n-Gi%E1%BA%A3n-Tr%E1%BA%BB-Trung-Bou327-i.619005270.18323979405?sp_atk=053d8141-1d05-46c6-808c-7fa96ae8fd3c&xptdk=053d8141-1d05-46c6-808c-7fa96ae8fd3c,4.595,38000,15352000.0
dép bánh mì nam cross quai ngang phong cách hàn quốc chống trượt bền nhẹ đúc nguyên khối KORO BAYA,https://shopee.vn/d%C3%A9p-b%C3%A1nh-m%C3%AC-nam-cross-quai-ngang-phong-c%C3%A1ch-h%C3%A0n-qu%E1%BB%91c-ch%E1%BB%91ng-tr%C6%B0%E1%BB%A3t-b%E1%BB%81n-nh%E1%BA%B9-%C4%91%C3%BAc-nguy%C3%AAn-kh%E1%BB%91i-KORO-BAYA-i.302569614.8219092799?sp_atk=e23971aa-2736-4ab8-8044-88f66b1074a0&xptdk=e23971aa-2736-4ab8-8044-88f66b1074a0,4.84,160000,152480000.0
Dép tổ ong bít đầu dày bền nhiều màu Hot,https://shopee.vn/D%C3%A9p-t%E1%BB%95-ong-b%C3%ADt-%C4%91%E1%BA%A7u-d%C3%A0y-b%E1%BB%81n-nhi%E1%BB%81u-m%C3%A0u-Hot-i.51079158.15300858588?sp_atk=4b0e1424-47d7-467e-9ae8-8a8432a537d4&xptdk=4b0e1424-47d7-467e-9ae8-8a8432a537d4,4.885,39000 - 40000,30186000.0 - 30960000.0
Giầy slipon Karl dân chơi logo thêu chữ ký LA - Giày Karll ông già đeo kính full size 38-42,https://shopee.vn/Gi%E1%BA%A7y-slipon-Karl-d%C3%A2n-ch%C6%A1i-logo-th%C3%AAu-ch%E1%BB%AF-k%C3%BD-LA-Gi%C3%A0y-Karll-%C3%B4ng-gi%C3%A0-%C4%91eo-k%C3%ADnh-full-size-38-42-i.357435903.22510240235?sp_atk=ae5cd549-1650-4f52-a4dd-3dd3412cd792&xptdk=ae5cd549-1650-4f52-a4dd-3dd3412cd792,4.857,40000 - 199000,52000000.0 - 258700000.0
"AT - Dép Cross All Terrain Clog Ver 2 Chính Hãng, thiết kế nhựa phối quai vải, đúc nguyên đôi nhẹ bền -SAUVUIVE",https://shopee.vn/AT-D%C3%A9p-Cross-All-Terrain-Clog-Ver-2-Ch%C3%ADnh-H%C3%A3ng-thi%E1%BA%BFt-k%E1%BA%BF-nh%E1%BB%B1a-ph%E1%BB%91i-quai-v%E1%BA%A3i-%C4%91%C3%BAc-nguy%C3%AAn-%C4%91%C3%B4i-nh%E1%BA%B9-b%E1%BB%81n-SAUVUIVE-i.611799372.15882279897?sp_atk=f32f5871-5400-4071-bb3b-09f55c6fce6f&xptdk=f32f5871-5400-4071-bb3b-09f55c6fce6f,4.925,315000 - 405000,175140000.0 - 225180000.0
dép Cross bít đầu siêu thoáng crocss literdiree 360 siêu êm mẫu mới 2023 nhiều mầu size 35 36 37 38 39 40 41 42 43 44 45,https://shopee.vn/d%C3%A9p-Cross-b%C3%ADt-%C4%91%E1%BA%A7u-si%C3%AAu-tho%C3%A1ng-crocss-literdiree-360-si%C3%AAu-%C3%AAm-m%E1%BA%ABu-m%E1%BB%9Bi-2023-nhi%E1%BB%81u-m%E1%BA%A7u-size-35-36-37-38-39-40-41-42-43-44-45-i.251154199.4277762526?sp_atk=284576d7-2374-4d6f-af64-8388ede1b355&xptdk=284576d7-2374-4d6f-af64-8388ede1b355,4.703,225000,186075000.0
Dép Nhung đi trong nhà siêu xịn DP01,https://shopee.vn/D%C3%A9p-Nhung-%C4%91i-trong-nh%C3%A0-si%C3%AAu-x%E1%BB%8Bn-DP01-i.18245862.7910213839?sp_atk=2563faf6-f0c7-445f-b767-a53033ee4e9e&xptdk=2563faf6-f0c7-445f-b767-a53033ee4e9e,4.745,16000,12544000.0
( Chính hãng ) Dép Crocs loang lỗi bảo hành 3 tháng tặng FULL Sticker,https://shopee.vn/(-Ch%C3%ADnh-h%C3%A3ng-)-D%C3%A9p-Crocs-loang-l%E1%BB%97i-b%E1%BA%A3o-h%C3%A0nh-3-th%C3%A1ng-t%E1%BA%B7ng-FULL-Sticker-i.759319285.21251479557?sp_atk=6a5764f7-ef7d-40b6-8d8f-802efb217006&xptdk=6a5764f7-ef7d-40b6-8d8f-802efb217006,4.971,99000,8118000.0
Dép Cross Pollex Salehe Bembury Clog unisex nhiều màu dạng sục đúc nguyên đôi - Hàng chính hãng - Sấu vui vẻ Official,https://shopee.vn/D%C3%A9p-Cross-Pollex-Salehe-Bembury-Clog-unisex-nhi%E1%BB%81u-m%C3%A0u-d%E1%BA%A1ng-s%E1%BB%A5c-%C4%91%C3%BAc-nguy%C3%AAn-%C4%91%C3%B4i-H%C3%A0ng-ch%C3%ADnh-h%C3%A3ng-S%E1%BA%A5u-vui-v%E1%BA%BB-Official-i.611799372.16367786720?sp_atk=51fe56ed-d7ba-4a1c-860b-a211d1eeb550&xptdk=51fe56ed-d7ba-4a1c-860b-a211d1eeb550,4.962,585000,293085000.0
