product_name,product_url,product_rating,product_price,product_revenue
Bộ Đồ Ngủ Áo Ba Lỗ Phối Quần Short Mỏng Cỡ Lớn Thời Trang Mùa Hè Cho Nam,https://shopee.vn/B%E1%BB%99-%C4%90%E1%BB%93-Ng%E1%BB%A7-%C3%81o-Ba-L%E1%BB%97-Ph%E1%BB%91i-Qu%E1%BA%A7n-Short-M%E1%BB%8Fng-C%E1%BB%A1-L%E1%BB%9Bn-Th%E1%BB%9Di-Trang-M%C3%B9a-H%C3%A8-Cho-Nam-i.1010722913.22146760318?sp_atk=8fd1aa7d-3d56-42b5-9739-f01bfd48eb49&xptdk=8fd1aa7d-3d56-42b5-9739-f01bfd48eb49,4.864,199000,14328000.0
"Bộ Pijama lụa⚡️ẢNH SHOP CHỤP⚡️ quần dài siêu rẻ đẹp, đồ ngủ mặc nhà, đồ bộ mặc nhà 2022",https://shopee.vn/B%E1%BB%99-Pijama-l%E1%BB%A5a%E2%9A%A1%EF%B8%8F%E1%BA%A2NH-SHOP-CH%E1%BB%A4P%E2%9A%A1%EF%B8%8F-qu%E1%BA%A7n-d%C3%A0i-si%C3%AAu-r%E1%BA%BB-%C4%91%E1%BA%B9p-%C4%91%E1%BB%93-ng%E1%BB%A7-m%E1%BA%B7c-nh%C3%A0-%C4%91%E1%BB%93-b%E1%BB%99-m%E1%BA%B7c-nh%C3%A0-2022-i.3932818.2584162891?sp_atk=a7e45fbe-5b89-4e0c-bf8f-40734dc30f54&xptdk=a7e45fbe-5b89-4e0c-bf8f-40734dc30f54,4.916,135000,243000000.0
Combo Quần ngủ nam siêu cute từ 45-90kg,https://shopee.vn/Combo-Qu%E1%BA%A7n-ng%E1%BB%A7-nam-si%C3%AAu-cute-t%E1%BB%AB-45-90kg-i.22688038.20249460897?sp_atk=160c26f2-17f4-4d55-89e9-2d9475b0c2ec&xptdk=160c26f2-17f4-4d55-89e9-2d9475b0c2ec,4.833,105000 - 165000,168000000.0 - 264000000.0
Bộ Đồ Ngủ Cotton Ngắn Tay Thời Trang Mùa Hè Dành Cho Nam,https://shopee.vn/B%E1%BB%99-%C4%90%E1%BB%93-Ng%E1%BB%A7-Cotton-Ng%E1%BA%AFn-Tay-Th%E1%BB%9Di-Trang-M%C3%B9a-H%C3%A8-D%C3%A0nh-Cho-Nam-i.638606976.18850245010?sp_atk=86f40e06-6018-4e89-b2e4-19c7dc570184&xptdk=86f40e06-6018-4e89-b2e4-19c7dc570184,5.0,322000,18032000.0
SALE hàng B đồ ngủ nam,https://shopee.vn/SALE-h%C3%A0ng-B-%C4%91%E1%BB%93-ng%E1%BB%A7-nam-i.69466388.20939713040?sp_atk=6280e0f1-60de-49b3-81a8-eddd93789cdc&xptdk=6280e0f1-60de-49b3-81a8-eddd93789cdc,4.4,45000,810000.0
"Bộ mặc nhà trung niên nam, đồ bộ mặc nhà cho ông cho bố",https://shopee.vn/B%E1%BB%99-m%E1%BA%B7c-nh%C3%A0-trung-ni%C3%AAn-nam-%C4%91%E1%BB%93-b%E1%BB%99-m%E1%BA%B7c-nh%C3%A0-cho-%C3%B4ng-cho-b%E1%BB%91-i.39451080.19545472901?sp_atk=9dcd6f8e-66ba-4341-b238-1faa36fa3a81&xptdk=9dcd6f8e-66ba-4341-b238-1faa36fa3a81,4.667,269000,12105000.0
GS3416 Bộ pyjama nam dài tay chất lụa satin mềm mại cao cấp hàng nhập - Thời Trang Dương,https://shopee.vn/GS3416-B%E1%BB%99-pyjama-nam-d%C3%A0i-tay-ch%E1%BA%A5t-l%E1%BB%A5a-satin-m%E1%BB%81m-m%E1%BA%A1i-cao-c%E1%BA%A5p-h%C3%A0ng-nh%E1%BA%ADp-Th%E1%BB%9Di-Trang-D%C6%B0%C6%A1ng-i.16889594.22285650305?sp_atk=6f32c4e3-c0ad-45dc-936c-b4cb58193630&xptdk=6f32c4e3-c0ad-45dc-936c-b4cb58193630,5.0,480000 - 590000,2880000.0 - 3540000.0
"Đồ ngủ cho nam, pijama, bộ dài tay",https://shopee.vn/%C4%90%E1%BB%93-ng%E1%BB%A7-cho-nam-pijama-b%E1%BB%99-d%C3%A0i-tay-i.15693493.12040344585?sp_atk=08148ebc-3ae0-43a9-b3bd-163e7e772d93&xptdk=08148ebc-3ae0-43a9-b3bd-163e7e772d93,5.0,48750,3656250.0
Bộ Đùi Nam Thể Thao Vải Poly Cao Cấp - Bộ Thể Thao nam Hè Đùi Hàng Xuất Xịn Full Tem BO01 - Minhstore88,https://shopee.vn/B%E1%BB%99-%C4%90%C3%B9i-Nam-Th%E1%BB%83-Thao-V%E1%BA%A3i-Poly-Cao-C%E1%BA%A5p-B%E1%BB%99-Th%E1%BB%83-Thao-nam-H%C3%A8-%C4%90%C3%B9i-H%C3%A0ng-Xu%E1%BA%A5t-X%E1%BB%8Bn-Full-Tem-BO01-Minhstore88-i.314583139.7789160024?sp_atk=892aee80-4c91-4304-9844-00174ee6cf29&xptdk=892aee80-4c91-4304-9844-00174ee6cf29,4.825,95000,152000000.0
Đồ ngủ pijama lụa cao cấp mềm mịn thấm hút khử mùi,https://shopee.vn/%C4%90%E1%BB%93-ng%E1%BB%A7-pijama-l%E1%BB%A5a-cao-c%E1%BA%A5p-m%E1%BB%81m-m%E1%BB%8Bn-th%E1%BA%A5m-h%C3%BAt-kh%E1%BB%AD-m%C3%B9i-i.490761780.24701997624?sp_atk=395951e3-f6df-4108-a4f7-930118e1d0b9&xptdk=395951e3-f6df-4108-a4f7-930118e1d0b9,5.0,399000,18354000.0
