product_name,product_url,product_rating,product_price,product_revenue
Cặp da đựng laptop 15 6 inch nhiều ngăn lịch lãm sang trọng_ZKC19_3,https://shopee.vn/C%E1%BA%B7p-da-%C4%91%E1%BB%B1ng-laptop-15-6-inch-nhi%E1%BB%81u-ng%C4%83n-l%E1%BB%8Bch-l%C3%A3m-sang-tr%E1%BB%8Dng_ZKC19_3-i.77257202.12810802527?sp_atk=c0476cf3-02ea-40b8-adb3-0d6fcbeccc8b&xptdk=c0476cf3-02ea-40b8-adb3-0d6fcbeccc8b,4.969,275000,29425000.0
Combo Balo Unisex Campus Cá Tính & Túi Đeo Ipad HARAS HR244HRS083,https://shopee.vn/Combo-Balo-Unisex-Campus-C%C3%A1-T%C3%ADnh-T%C3%BAi-%C4%90eo-Ipad-HARAS-HR244HRS083-i.16649961.2724003466?sp_atk=953f29f8-ddf3-413d-88e2-f7eee0af6233&xptdk=953f29f8-ddf3-413d-88e2-f7eee0af6233,4.622,159000,21783000.0
"Bao Da cao cấp PU mỏng nhẹ đựng Macbook 13""- Surface pro 4-5-6-7- X chống xước,chống nước chống sốc đủ màu",https://shopee.vn/Bao-Da-cao-c%E1%BA%A5p-PU-m%E1%BB%8Fng-nh%E1%BA%B9-%C4%91%E1%BB%B1ng-Macbook-13-Surface-pro-4-5-6-7-X-ch%E1%BB%91ng-x%C6%B0%E1%BB%9Bc-ch%E1%BB%91ng-n%C6%B0%E1%BB%9Bc-ch%E1%BB%91ng-s%E1%BB%91c-%C4%91%E1%BB%A7-m%C3%A0u-i.405445956.13821998762?sp_atk=89b02f47-8b96-4d17-af6b-13b6fc6e650c&xptdk=89b02f47-8b96-4d17-af6b-13b6fc6e650c,4.889,210000,86310000.0
"Balo Du Lich Unisex,Túi Du Lịch Đi Phượt Luxury🍀FREESHIP🍀Balo Đi Học Thời Trang Nam Nữ Đựng Laptop Phong Cách Hàn Quốc",https://shopee.vn/Balo-Du-Lich-Unisex-T%C3%BAi-Du-L%E1%BB%8Bch-%C4%90i-Ph%C6%B0%E1%BB%A3t-Luxury%F0%9F%8D%80FREESHIP%F0%9F%8D%80Balo-%C4%90i-H%E1%BB%8Dc-Th%E1%BB%9Di-Trang-Nam-N%E1%BB%AF-%C4%90%E1%BB%B1ng-Laptop-Phong-C%C3%A1ch-H%C3%A0n-Qu%E1%BB%91c-i.327887078.10698953969?sp_atk=66e7f044-f721-4c06-8586-30c19cc217ee&xptdk=66e7f044-f721-4c06-8586-30c19cc217ee,4.696,47999,3071936.0
Túi đựng laptop kích thước 10 / 11 / 12.4 / 13.3 / 14.5 / 15.6 Inch,https://shopee.vn/T%C3%BAi-%C4%91%E1%BB%B1ng-laptop-k%C3%ADch-th%C6%B0%E1%BB%9Bc-10-11-12.4-13.3-14.5-15.6-Inch-i.178575628.9564009853?sp_atk=be11430f-7f17-4f67-b06c-15265f01f07f&xptdk=be11430f-7f17-4f67-b06c-15265f01f07f,4.704,9500 - 45000,6146500.0 - 29115000.0
"Túi công sở nữ size to đựng Sách vở đi học, đi chơi, làm văn phòng,không đựng vừa A4",https://shopee.vn/T%C3%BAi-c%C3%B4ng-s%E1%BB%9F-n%E1%BB%AF-size-to-%C4%91%E1%BB%B1ng-S%C3%A1ch-v%E1%BB%9F-%C4%91i-h%E1%BB%8Dc-%C4%91i-ch%C6%A1i-l%C3%A0m-v%C4%83n-ph%C3%B2ng-kh%C3%B4ng-%C4%91%E1%BB%B1ng-v%E1%BB%ABa-A4-i.914847385.23725362432?sp_atk=cc53ab9b-a372-4c73-bd0f-106369be9451&xptdk=cc53ab9b-a372-4c73-bd0f-106369be9451,5.0,107000,535000.0
Ba Lô Đựng Laptop 14 Inch 15.6 Inch 17.3 Inch Phù Hợp Với Mọi Loại Laptop,https://shopee.vn/Ba-L%C3%B4-%C4%90%E1%BB%B1ng-Laptop-14-Inch-15.6-Inch-17.3-Inch-Ph%C3%B9-H%E1%BB%A3p-V%E1%BB%9Bi-M%E1%BB%8Di-Lo%E1%BA%A1i-Laptop-i.497419968.13961768109?sp_atk=44543308-791e-4cb0-a7eb-0fa1d10fd810&xptdk=44543308-791e-4cb0-a7eb-0fa1d10fd810,4.856,176127 - 422509,100744644.0 - 241675148.0
HUAWEI Túi Đựng Laptop 11 12 13 14 15 Inch Cho Macbook Air Retina,https://shopee.vn/HUAWEI-T%C3%BAi-%C4%90%E1%BB%B1ng-Laptop-11-12-13-14-15-Inch-Cho-Macbook-Air-Retina-i.768093439.20301511654?sp_atk=14550b63-9b4d-40a1-936a-9dffe6b09df0&xptdk=14550b63-9b4d-40a1-936a-9dffe6b09df0,4.608,59754 - 68753,9739902.0 - 11206739.0
"Cặp đựng hồ sơ, tài liệu, ipad, giấy A4 đa năng, nhiều ngăn ( có kèm máy tính )",https://shopee.vn/C%E1%BA%B7p-%C4%91%E1%BB%B1ng-h%E1%BB%93-s%C6%A1-t%C3%A0i-li%E1%BB%87u-ipad-gi%E1%BA%A5y-A4-%C4%91a-n%C4%83ng-nhi%E1%BB%81u-ng%C4%83n-(-c%C3%B3-k%C3%A8m-m%C3%A1y-t%C3%ADnh-)-i.510971599.10558123204?sp_atk=5e27fbc9-d4e4-4b8b-b4e0-af30c932cc3b&xptdk=5e27fbc9-d4e4-4b8b-b4e0-af30c932cc3b,4.692,109000 - 149000,12426000.0 - 16986000.0
Túi Tote Đeo Chéo Nam Da Bò Mastrotto Cao Cấp FRANK Santiago Tote Bag Túi Xách Da Công Sở Nam Màu Đen-Jet Black,https://shopee.vn/T%C3%BAi-Tote-%C4%90eo-Ch%C3%A9o-Nam-Da-B%C3%B2-Mastrotto-Cao-C%E1%BA%A5p-FRANK-Santiago-Tote-Bag-T%C3%BAi-X%C3%A1ch-Da-C%C3%B4ng-S%E1%BB%9F-Nam-M%C3%A0u-%C4%90en-Jet-Black-i.219805303.20131356325?sp_atk=c561b86f-c174-4375-a11f-933accc2e92a&xptdk=c561b86f-c174-4375-a11f-933accc2e92a,4.0,3199000,38388000.0
